Year,Month,Model_Name,Models_Created,Algorithm_Type,Data_Size_GB,Training_Time_Hours,Accuracy,Precision,Recall,F1_Score,Validation_Split,Epochs,Batch_Size,Optimizer,Investment_Million_USD,Public_Acceptance,Investment_in_Billion_USD,Public_Acceptance_Percentage,Number_of_Employees,Tech_Advancements,Industry_Adoption,Regulatory_Environment,Public_Awareness
2014,3,Model_93,5.0,Reinforcement,1035.839401098326,56.20662660714704,0.615695821501659,0.7612052900577617,0.7846880370941482,0.5546587080084879,0.24,457,128.0,SGD,217.5433452866028,0.47,0.2175433452866028,78.78654105218054,0,High,High,Moderate,High
2017,9,Model_10,5.0,Reinforcement,590.151311625325,39.41517703641938,0.4188011093221803,0.7868381034023928,0.8375207136123137,0.9523347950772029,0.17,56,512.0,RMSprop,3531.523314271425,0.74,3.531523314271425,65.19408613181608,2,High,High,Strict,High
2017,5,Model_51,4.0,Unsupervised,211.2750601609074,88.54608063195306,0.6207618969724384,0.8690481886024858,0.7965816277452958,0.7540197690309776,0.23,280,16.0,Adam,1745.881467092329,0.72,1.745881467092329,58.76763458853415,1,Low,Moderate,Strict,Moderate
2012,12,Model_93,1.0,Reinforcement,217.3887699408701,21.65627619214315,0.5364888013824787,0.8847783913632651,0.7821940883835968,0.8384439187339631,0.25,302,64.0,Adamax,941.7316769007107,0.44,0.9417316769007107,49.32323822558249,0,Low,Low,Very Strict,Low
2016,5,Model_38,6.0,Unsupervised,1179.877837821651,163.3902264618016,0.80363294825297,0.6869393941286173,0.7763992628653287,0.7699163028217123,0.24,232,32.0,RMSprop,2631.301393682425,0.7,2.631301393682425,78.32659040545022,1,High,High,Moderate,High
2012,11,Model_1,6.0,Unsupervised,429.7516440716114,57.16839773020107,0.8624132089065524,0.8662968656935088,0.9598579811770497,0.7432764211841802,0.14,97,16.0,Adamax,323.0373649208068,0.51,0.3230373649208068,57.5128154927738,0,Low,Low,Strict,Low
2015,4,Model_8,7.0,Supervised,315.0886527945416,16.41353528909676,0.813366027000438,0.7999677697032624,0.6464102403166877,0.7429191319331842,0.22,209,256.0,Adamax,194.3393502495886,0.59,0.1943393502495886,72.0358503335076,0,High,High,Moderate,High
2015,3,Model_81,8.0,Supervised,107.7531716204663,132.0634403547882,0.7254244838669673,0.6154898850228846,0.8117506649524013,0.5515185422007225,0.21,376,128.0,SGD,218.2532557354187,0.6,0.2182532557354186,50.01439924164838,0,Low,Low,Strict,Moderate
2012,5,Model_83,7.0,Supervised,273.508659279747,45.81772897297947,0.7257919230779365,0.9664555658095743,0.8136687678381289,0.8285983989678909,0.22,318,64.0,RMSprop,103.5621528164558,0.47,0.1035621528164559,88.7210306887439,0,High,Low,Flexible,High
2016,11,Model_63,1.0,Unsupervised,1204.280810045439,69.662840910312,0.5134314382739875,0.8871769196756621,0.5845052812829425,0.6190799318527156,0.19,106,64.0,SGD,1917.575114613562,0.55,1.917575114613562,62.12038244122059,1,High,High,Strict,High
2012,4,Model_33,5.0,Reinforcement,316.3319020205427,44.07615481644464,0.7811432048147884,0.7282188074330296,0.7453937511094338,0.5814318771804592,0.21,56,256.0,RMSprop,941.095247555008,0.45,0.941095247555008,100.0,0,High,Low,Flexible,High
2017,8,Model_15,4.0,Reinforcement,163.2377863917324,55.87454052355528,0.7076136017360649,0.7803659859903738,0.6900207609974989,0.8667027018038352,0.18,282,16.0,SGD,1393.044315159213,0.68,1.393044315159213,88.4526048327503,1,High,High,Flexible,High
2019,4,Model_31,8.0,Supervised,187.4964172112137,29.59723245926912,0.5358020232869757,0.6957015941886681,0.6885710180470617,0.7959312910328522,0.27,331,16.0,Adamax,26640.9717628641,0.79,26.6409717628641,77.7358119880551,12,High,Low,Moderate,High
2013,11,Model_21,3.0,Supervised,234.7604008150924,36.02258819823373,0.6942165646534733,0.7787472806396488,1.0,0.6036920700453149,0.15,166,128.0,Adam,359.0707417174763,0.49,0.3590707417174763,63.71162587878223,0,High,High,Strict,High
2022,12,Model_3,1.0,Supervised,420.0892239641116,0.517151805225172,0.68872737800436,0.5720577177504714,0.7667508023901509,1.0,0.12,78,16.0,Adamax,38103.28307039347,0.92,38.10328307039347,70.8105143038282,19,High,Low,Moderate,High
2010,8,Model_66,2.0,Unsupervised,142.3849822138812,64.06573204139326,0.8777107765359279,0.7282412254161976,0.5886575772238778,0.8712994430075216,0.14,241,16.0,Adamax,940.2370790919099,0.46,0.9402370790919099,75.03564273648144,0,High,Low,Moderate,High
2013,6,Model_35,3.0,Unsupervised,417.9711457708846,24.19526296429344,0.7331480153216403,0.4938441640772608,0.9184751915830156,0.9345077761940325,0.24,254,128.0,RMSprop,563.8161246375337,0.56,0.5638161246375337,60.67854444625379,0,High,High,Strict,High
2016,12,Model_41,7.0,Supervised,529.3865067225606,8.936281802751406,0.6052581319685091,0.6392997524046149,0.8811524301676038,0.7779149190572774,0.16,455,64.0,Adam,4080.5370085112,0.66,4.0805370085112,70.4695000796946,2,High,High,Moderate,High
2020,11,Model_59,4.0,Unsupervised,159.549826727103,53.48472137410452,0.8040536931408054,0.7308104893095878,0.5939509765740751,0.8062907017398357,0.15,179,256.0,RMSprop,47071.47302782306,0.78,47.07147302782306,68.04815224699472,18,High,Low,Strict,High
2013,5,Model_16,7.0,Supervised,516.1327051933176,100.2175338001764,0.6343951438002126,0.7948621134754398,0.7241531531761971,0.8936611854742688,0.15,361,64.0,Adamax,298.8004126820228,0.53,0.2988004126820228,92.64407364922141,0,High,High,Flexible,High
2022,4,Model_56,11.0,Reinforcement,550.3622434132428,50.03861802408629,0.9735341105215312,0.8380069445664702,0.635763193603347,0.7579091090684893,0.11,445,32.0,RMSprop,53125.10350407181,0.83,53.1251035040718,55.47388693357934,23,High,Low,Strict,High
2015,4,Model_45,3.0,Unsupervised,259.7677090113961,7.408039213753637,1.0,0.6308356303913936,0.7024860800782932,0.9191209989818634,0.29,425,128.0,Adam,670.2986288591829,0.55,0.6702986288591829,66.50598489639839,0,High,High,Strict,High
2018,12,Model_59,7.0,Unsupervised,344.8928123966942,64.36315280147339,0.5380068205631604,0.8519309011060714,0.8924703992737555,0.578730721684675,0.17,381,16.0,RMSprop,4771.887675630544,0.84,4.771887675630545,84.46358946785936,3,High,High,Moderate,High
2010,4,Model_50,5.0,Unsupervised,292.9524135219868,37.17836449094244,0.5801734195059656,0.4750786546861604,0.5850141031838727,0.7462186341140098,0.23,68,16.0,Adam,917.2772784522156,0.36,0.9172772784522155,86.81081214146803,0,High,Low,Flexible,High
2022,11,Model_85,9.0,Unsupervised,186.4672570355727,58.59468610903569,0.4186258876785967,0.5477955889370071,0.7268989329564902,0.5618983283550116,0.25,367,64.0,Adamax,34044.46716347813,0.85,34.04446716347812,78.14160948907647,18,High,Low,Moderate,Very High
2014,9,Model_12,5.0,Reinforcement,539.2335360145935,14.78327927503632,0.9295993789995435,0.6302305948514287,0.530932822370044,0.7360308050271462,0.18,303,256.0,Adam,136.0565602019703,0.61,0.1360565602019703,69.1898873870373,0,High,High,Strict,High
2020,4,Model_92,7.0,Reinforcement,415.7294723509157,31.94430448874663,0.6330568091470207,0.4213294005127134,0.6547309895951362,0.4983701495878288,0.27,257,32.0,Adamax,45244.27890087321,0.89,45.24427890087321,65.77221990784439,17,High,Low,Strict,High
2016,12,Model_12,4.0,Unsupervised,240.8084332720926,28.72510734035072,0.8951286583153603,0.9330737221152019,0.8530003397738601,0.8848286969579628,0.24,155,512.0,SGD,2543.16652970205,0.59,2.54316652970205,100.0,1,High,High,Flexible,High
2010,9,Model_33,3.0,Reinforcement,322.9500756857931,59.77636934039551,0.9927094856733798,0.7175979502666341,0.6385258146688537,0.5426993998124693,0.11,84,16.0,Adamax,198.8423990533527,0.36,0.1988423990533527,69.74389091836288,0,High,Low,Strict,High
2013,10,Model_84,5.0,Supervised,241.4840817684087,58.05767300383035,1.0,0.611324713986092,0.6226563540363034,0.6281815888850516,0.26,421,32.0,SGD,406.8365965619972,0.58,0.4068365965619972,77.59468884887075,0,High,High,Moderate,High
2015,6,Model_49,4.0,Reinforcement,438.4378149469766,33.93289741714721,0.7800197066083109,0.6170080008499067,0.679917031933617,0.8381919440209843,0.14,291,128.0,SGD,945.4000440583849,0.57,0.9454000440583848,68.48584734917328,0,High,High,Strict,High
2011,10,Model_21,8.0,Supervised,203.5652469743225,65.63847407609407,0.932882016034002,0.6202793981664976,0.8284130202696236,0.9351118245315565,0.18,174,32.0,Adamax,714.7373188301574,0.41,0.7147373188301573,100.0,0,High,Low,Flexible,High
2019,7,Model_60,4.0,Unsupervised,201.0330635330635,51.05990390938857,0.7827691162067252,1.0,0.973273756670309,0.9117589164962875,0.3,445,64.0,Adamax,44805.7357383058,0.83,44.8057357383058,39.91150405262201,15,High,Low,Very Strict,High
2014,12,Model_52,3.0,Supervised,589.6039539685519,52.41364009619203,0.761722910097051,0.9202483548016339,0.4645008494846291,0.9096971063904599,0.15,306,256.0,Adam,161.3350966577974,0.54,0.1613350966577974,56.11100002343752,0,Low,Low,Strict,Low
2020,10,Model_54,5.0,Supervised,1673.37252401502,90.91358986929836,0.6304102816645317,0.6811804825366484,0.4994012185829941,0.6333031418766892,0.29,309,256.0,SGD,85850.57956408778,0.82,85.85057956408778,100.0,24,Very High,Low,Flexible,Very High
2019,3,Model_39,2.0,Reinforcement,709.0436150209589,178.7623788120248,0.8696568040845646,0.6566202560409586,0.8764144479102527,0.7766420850818543,0.26,201,16.0,SGD,24146.14048437021,0.8,24.14614048437021,67.0821289851499,11,High,Low,Strict,High
2010,8,Model_49,6.0,Unsupervised,760.0167671843459,84.93489340127466,0.7821216608036201,0.7552280103596525,0.9615848509276687,0.4209437486462193,0.24,389,512.0,Adam,266.6205099043758,0.29,0.2666205099043758,80.80403064318277,0,High,Low,Moderate,High
2015,3,Model_64,6.0,Reinforcement,545.900707585856,16.70478857666105,0.6828176410620016,0.7171136688364288,0.4788350960257164,0.8853878797632081,0.3,159,256.0,Adamax,232.4994011286092,0.63,0.2324994011286091,64.8640984477869,0,High,High,Strict,High
2015,1,Model_100,3.0,Reinforcement,332.5704772616412,40.84804179803135,0.6903140632884917,0.472815576677061,0.4408348673363476,0.8447274937473553,0.28,357,16.0,Adamax,125.914919402096,0.68,0.125914919402096,89.00569349008624,0,High,High,Flexible,High
2022,10,Model_86,4.0,Unsupervised,819.0790538059864,24.88387611270593,0.6762843136096948,0.9181998681318772,0.7998424872181358,0.7253600885094997,0.27,128,16.0,Adamax,95338.38163713437,0.95,95.33838163713438,66.40074750634054,30,High,Low,Strict,High
2013,12,Model_26,5.0,Unsupervised,579.7263183730513,49.13548091746772,0.6686196225431402,0.8816387269356823,0.9623037424314873,0.8738132058988216,0.11,373,32.0,Adamax,357.5494422069499,0.48,0.35754944220695,94.31407925365468,0,High,High,Flexible,High
2022,5,Model_71,7.0,Reinforcement,875.7729829694523,16.70112201145896,0.4629319857559992,0.684050855763953,0.6219679054944527,0.8318735820994351,0.18,206,512.0,Adamax,27533.36739316121,0.92,27.53336739316121,54.2601778470017,16,High,Low,Strict,High
2017,2,Model_7,6.0,Reinforcement,780.0941050954314,19.99707258296931,0.6758825205554023,0.7998120497729684,0.8163959761091304,0.5492022603409268,0.17,460,16.0,SGD,9954.701209610263,0.65,9.954701209610263,44.29750783820734,4,Moderate,Moderate,Very Strict,Moderate
2013,10,Model_72,3.0,Supervised,469.8810108887517,39.79023012536099,0.5561204028862758,0.6502329012136147,0.4968828081250361,0.6080576022118707,0.11,172,32.0,Adamax,499.7162814536814,0.51,0.4997162814536814,94.62432122176388,0,High,High,Flexible,High
2017,6,Model_62,6.0,Supervised,449.3041989023327,29.05418710206408,0.8772646499427054,0.5878867193751286,0.8124321587692528,0.6412364046573679,0.12,55,32.0,SGD,1610.9403774672,0.68,1.6109403774672,55.98486385619801,1,Low,Moderate,Strict,Moderate
2022,10,Model_90,3.0,Reinforcement,203.6622895610457,40.61891279755065,0.948036438171666,0.4451865890264535,0.498843334930008,0.7420059354399511,0.24,375,32.0,RMSprop,80808.91563259959,0.94,80.8089156325996,95.87284964794036,28,Very High,Low,Flexible,Very High
2017,9,Model_88,6.0,Reinforcement,541.6777478493049,62.87567077731367,0.8666096750593931,0.9663870857284117,0.6224009319425486,0.6282807021778252,0.26,107,64.0,RMSprop,2542.814214085413,0.65,2.542814214085413,61.74377777768225,2,High,High,Strict,High
2014,1,Model_24,2.0,Reinforcement,946.325520403958,25.59810704994714,0.8895506823929634,0.694309532389786,0.7885263757389336,0.5290193558252959,0.22,310,128.0,SGD,396.9431267759619,0.57,0.3969431267759619,46.88071053567807,0,Low,Low,Very Strict,Low
2022,4,Model_40,3.0,Reinforcement,1119.776184998984,51.64631176549517,0.5882062424076939,0.7213745208210294,0.7807618118668168,0.9016189109867861,0.26,216,16.0,Adamax,32470.0659181895,0.88,32.4700659181895,48.29941420846513,18,High,Low,Very Strict,High
2013,1,Model_76,4.0,Reinforcement,915.8067146227396,44.13334797644283,0.3272603347827164,0.807592207974485,0.7498634986067105,0.4408603429293617,0.22,119,16.0,Adam,340.1348796025294,0.61,0.3401348796025294,87.26174446298607,0,High,High,Flexible,High
2021,1,Model_47,11.0,Unsupervised,456.1140926307325,18.4365749068363,0.6030475052288178,0.565045978698143,0.6082678032153196,0.5022802912397651,0.24,126,128.0,RMSprop,37809.60404710717,0.86,37.80960404710717,55.60815038426011,17,High,Low,Strict,High
2022,8,Model_8,,Reinforcement,1159.249831604748,61.94539659501171,0.6715666100785507,0.8601855593765195,0.8670044928399047,0.7845032005759686,0.24,160,64.0,RMSprop,97731.39468274706,0.91,97.73139468274707,67.29929490700067,31,High,Low,Strict,High
2011,11,Model_54,4.0,Reinforcement,150.2485740136304,70.30427298727562,0.7439690541291468,0.8822399354937484,0.716512401792984,0.8301321788403138,0.26,253,32.0,Adam,256.2577034954333,0.46,0.2562577034954333,88.89769095046475,0,High,Low,Flexible,High
2020,2,Model_9,3.0,Supervised,558.1177453714893,28.2043598923631,0.5900224818114741,0.5067156441491851,0.9699441370311602,0.7862416797206673,0.16,68,64.0,RMSprop,50694.86400936848,0.87,50.69486400936848,44.48969961688293,18,High,Low,Very Strict,High
2012,1,Model_3,2.0,Unsupervised,334.7618375506271,36.15144056952616,0.8043918494267593,0.5424558699620666,0.7469587960685627,0.6988073647644203,0.26,44,512.0,Adamax,422.2905707167769,0.54,0.4222905707167769,71.20990950942692,0,High,Low,Moderate,High
2012,11,Model_54,7.0,Supervised,636.1914650517489,83.0060451914935,0.848690924395263,0.8409765716482568,0.9219306426888201,0.6136821745375203,0.2,215,64.0,Adamax,647.0412428172348,0.49,0.6470412428172347,48.70972702720238,0,Low,Low,Very Strict,Low
2013,8,Model_21,4.0,Reinforcement,586.7404476389403,20.9926288675751,0.8005168085507453,0.764171785688854,0.6182416330384363,0.8100417823420138,0.29,70,16.0,Adamax,547.5812933238069,0.52,0.5475812933238069,41.41962300569604,0,Low,Low,Very Strict,Low
2013,4,Model_95,1.0,Reinforcement,1052.446605313385,55.06092351154605,0.6561199773321372,0.8190513293518636,0.8798019308858986,0.768338749418299,0.13,96,64.0,SGD,569.3742690482165,0.55,0.5693742690482165,71.12509308077202,0,High,High,Moderate,High
2019,3,Model_48,0.0,Reinforcement,1326.521342613449,48.57253848318772,0.5006247982233945,0.6363586150823954,0.7551418215099519,0.5494146596463104,0.3,111,16.0,Adam,86900.43069663022,0.77,86.90043069663022,62.04625802791164,22,High,Low,Strict,High
2020,12,Model_47,6.0,Reinforcement,806.4584074923266,12.45010671208521,0.5982568914556031,0.8136429486619869,0.7304613554878724,0.7984277562182865,0.12,369,16.0,Adamax,81652.99445709254,0.8,81.65299445709255,94.52882337669018,23,Very High,Low,Flexible,Very High
2020,4,Model_88,5.0,Reinforcement,1237.204378040656,136.2236774037022,0.6011414170254311,0.5853207515928779,0.6321681755251641,0.92753029645328,0.22,402,512.0,Adamax,11826.37935703613,0.83,11.82637935703613,74.81928058784648,9,High,Low,Moderate,High
2014,11,Model_68,5.0,Unsupervised,349.208795591418,114.2873254273961,0.4894669681979805,0.8060372740088683,0.7769047856642609,0.7201308162001782,0.24,152,,RMSprop,522.0090728275109,0.57,0.5220090728275109,55.96135598863739,0,Low,Low,Strict,Low
2013,5,Model_84,9.0,Unsupervised,520.4442996500624,14.94228792767733,0.4170683490231768,0.6442658064584054,0.9367568716698815,0.6319654895294168,0.28,494,64.0,SGD,152.8200293336322,0.49,0.1528200293336323,64.90451834144957,0,High,High,Strict,High
2020,1,Model_63,1.0,Unsupervised,365.8280050250774,89.20312015072324,0.7122307233283186,0.6137768126042191,0.9080429761817752,0.8100519157176878,0.25,181,256.0,SGD,43667.76579459843,0.85,43.66776579459843,40.04199569248698,17,High,Low,Very Strict,High
2019,11,Model_16,2.0,Unsupervised,316.2618880932997,98.61272602596473,0.8249351333801739,0.4291128580883426,0.6172575864423746,0.6407217060972359,0.12,309,128.0,Adam,90069.13053320524,0.85,90.06913053320524,100.0,22,Very High,Low,Flexible,High
2017,1,Model_74,5.0,Unsupervised,417.9341189246807,58.44126435914198,0.7722301542547744,0.8657193616801135,0.696812015998036,0.6506187000421269,,53,256.0,Adam,7894.143817597107,0.67,7.894143817597107,75.78584644946253,3,High,High,Moderate,High
2015,3,Model_90,4.0,Supervised,686.9064514789737,7.983711244244242,0.9168230465981985,0.889075851964339,0.9545172536063705,0.8906977392154161,0.24,466,512.0,RMSprop,677.6080470593756,0.58,0.6776080470593756,73.53965001822738,0,High,High,Moderate,High
2015,6,Model_93,5.0,Supervised,724.9043820073746,22.23518831470579,0.7172601750619776,0.6952403309850727,0.8529100515421879,1.0,0.14,297,16.0,Adamax,658.8458805113856,0.66,0.6588458805113856,69.42189216160672,0,High,High,Strict,High
2017,1,Model_5,8.0,Unsupervised,647.0503233507073,83.50651870043869,0.9630117559594604,0.7036009609225672,0.8620960575887378,0.6398995712792721,0.23,195,32.0,Adamax,5062.1759199779,0.65,5.0621759199779,46.21118501962682,3,Moderate,Moderate,Very Strict,Moderate
2016,11,Model_11,7.0,Reinforcement,1039.469339906781,37.68387148941146,0.7640788536959783,0.7320874238868199,0.4779539550394812,0.3585010439555826,0.12,455,512.0,SGD,7405.168087088186,0.72,7.405168087088186,70.79308432234467,3,High,High,Moderate,High
2019,12,Model_29,5.0,Reinforcement,170.5519156651808,50.11407362156894,0.683683401169135,0.6469005660134337,0.717793598969766,0.7019665759461526,0.13,282,32.0,,64735.75231617106,0.72,64.73575231617106,61.99660655360863,19,High,Low,Strict,High
2020,2,Model_79,6.0,Reinforcement,412.6432395965128,111.9173594831799,0.6330522316518884,0.6651313096343296,0.7058025220966954,0.5928501126353922,0.17,453,512.0,RMSprop,85985.30161614412,0.84,85.98530161614411,69.02873447654756,24,High,Low,Strict,High
2021,12,Model_70,4.0,,724.5095547547327,54.17283626219515,0.884518974011872,0.9190576918975337,0.777512700998798,0.6845284475064416,0.14,204,256.0,Adam,59302.98788207953,0.95,59.30298788207953,82.62393497365329,22,Very High,Low,Moderate,Very High
2019,7,Model_48,4.0,Unsupervised,621.100587522586,45.49746908879487,0.9537442371171051,0.7088181563975781,0.5693662142597294,0.7877089355822027,0.1,120,64.0,RMSprop,35897.02268325256,0.75,35.89702268325256,75.20881145781254,14,High,Low,Moderate,High
2022,1,Model_15,5.0,Reinforcement,561.4341204336565,46.32445546008643,0.6433160186666739,0.9315095685223199,0.7972635499991279,0.9946951627245375,0.22,446,16.0,Adam,82334.55242250681,0.92,82.3345524225068,100.0,28,Very High,Low,Flexible,Very High
